benchmark,kind,profile,scenario,frontend,backend,linker,borrowck,typeck,metadata
pin-utils-0.1.0,lib,Opt,IncrUnchanged,4724509,2219848,317011,0,91562,902354
pin-utils-0.1.0,lib,Opt,IncrPatched0,9183691,22558021,261557,297876,444124,1005720
pin-utils-0.1.0,lib,Debug,IncrUnchanged,4870269,2149587,237951,0,74033,979879
pin-utils-0.1.0,lib,Debug,IncrPatched0,9321628,22414357,253316,301785,442098,1142819
pin-utils-0.1.0,lib,Check,Full,4295402,1526530,10476,0,140522,589952
pin-utils-0.1.0,lib,Opt,IncrFull,6616102,2741704,221119,0,222376,1081777
pin-utils-0.1.0,lib,Check,IncrPatched0,9072363,22417709,12292,299969,443844,1006000
pin-utils-0.1.0,lib,Debug,IncrFull,6564349,2229066,218884,0,223842,1120400
pkg-config-0.3.30,lib,Debug,Full,716883533,959899580,2637711,88168958,49916680,294805180
pkg-config-0.3.30,lib,Opt,IncrUnchanged,96105629,410134867,821827,0,19908159,13445080
pkg-config-0.3.30,lib,Debug,IncrUnchanged,338297543,222651681,3570096,0,19787193,254876138
pkg-config-0.3.30,lib,Opt,IncrFull,602634712,1206120934,819034,102349622,99495465,16906433
pkg-config-0.3.30,lib,Check,Full,385841073,77243979,14318,87358170,49866045,8742641
pkg-config-0.3.30,lib,Debug,IncrPatched0,401031845,225727159,3413511,325183,21690308,251936991
pkg-config-0.3.30,lib,Check,IncrPatched0,155084964,31656785,13270,297595,21774747,12888092
pkg-config-0.3.30,lib,Opt,IncrPatched0,162040076,410271408,804296,314218,21687096,13558852
pkg-config-0.3.30,lib,Debug,IncrFull,1015128485,1153989648,3771520,101785793,99450697,431956061
pkg-config-0.3.30,lib,Opt,Full,610140877,897483264,962488,87032916,50014877,189197521
pkg-config-0.3.30,lib,Check,IncrUnchanged,89437846,9379107,12781,0,19943429,12040285
pkg-config-0.3.30,lib,Check,IncrFull,546108848,85063662,14317,102487063,99769175,12687577
ppv-lite86-0.2.17,lib,Opt,Full,1606657308,451287741,1683813,160647704,350066489,234099078
ppv-lite86-0.2.17,lib,Check,IncrUnchanged,425044805,46317179,12013,0,58171546,108086828
ppv-lite86-0.2.17,lib,Debug,Full,1538691731,399937283,1684581,161152895,349139132,155490463
ppv-lite86-0.2.17,lib,Debug,IncrUnchanged,454535379,49119437,1276147,0,58185443,134317542
ppv-lite86-0.2.17,lib,Check,Full,1392250237,291602169,13479,160865041,350165108,88756539
ppv-lite86-0.2.17,lib,Opt,IncrFull,1986733294,424046696,1580657,203133760,483072055,244130576
ppv-lite86-0.2.17,lib,Debug,IncrFull,1955391292,410748913,1621095,203732129,483661590,209561046
ppv-lite86-0.2.17,lib,Check,IncrFull,1786316629,302051600,13409,203874318,484415323,132463736
ppv-lite86-0.2.17,lib,Opt,IncrUnchanged,453887666,51132553,1321683,0,58153736,132666276
ppv-lite86-0.2.17,lib,Check,IncrPatched0,508031165,63417633,12990,329722,73347023,113471411
ppv-lite86-0.2.17,lib,Opt,IncrPatched0,545088732,73678770,1322173,310656,74317053,143358755
ppv-lite86-0.2.17,lib,Debug,IncrPatched0,546428786,67218695,1332649,307722,73849883,146408183
proc-macro2-1.0.79,lib,Check,IncrPatched0,462996694,60039949,14876,302135,88802075,74249027
proc-macro2-1.0.79,lib,Debug,IncrPatched0,669899283,143130442,3163408,306256,88390428,272760838
proc-macro2-1.0.79,lib,Check,Full,1190368689,127915575,16413,174825502,222971972,53610674
proc-macro2-1.0.79,lib,Debug,Full,1562636863,655632517,2436566,174928441,222494464,314758380
proc-macro2-1.0.79,lib,Opt,IncrUnchanged,370410734,300486374,1222299,0,73436699,81398369
proc-macro2-1.0.79,lib,Debug,IncrUnchanged,561290250,141863095,3232133,0,73041185,271714611
proc-macro2-1.0.79,lib,Debug,IncrFull,2120185763,843451918,3456883,209001397,397588364,416823597
proc-macro2-1.0.79,lib,Opt,IncrFull,1814440444,980576322,1155251,206154170,397250190,114217807
proc-macro2-1.0.79,lib,Check,IncrUnchanged,362908764,36108282,14318,0,73393676,71726765
proc-macro2-1.0.79,lib,Opt,Full,1669851920,689759109,1245696,173494184,222657963,422763352
proc-macro2-1.0.79,lib,Opt,IncrPatched0,478553573,303012687,1154832,312542,87889384,82002150
proc-macro2-1.0.79,lib,Check,IncrFull,1641717608,137830578,15644,207379957,397137817,79727268
quote-1.0.35,lib,Debug,IncrPatched0,305319066,122656007,1618372,302555,38798653,135177430
quote-1.0.35,lib,Check,IncrPatched0,207172317,42236330,13689,298573,38800189,40657489
quote-1.0.35,lib,Opt,IncrUnchanged,180665728,241199526,942444,0,33470641,43259999
quote-1.0.35,lib,Debug,Full,629348577,360819097,1111320,65399665,109536459,151487346
quote-1.0.35,lib,Check,IncrFull,668823926,85374525,14178,80843422,189132983,44362659
quote-1.0.35,lib,Opt,IncrPatched0,216292451,245232603,855071,308770,38683414,46152002
quote-1.0.35,lib,Opt,IncrFull,737675516,678118454,917301,81496210,189929946,63707684
quote-1.0.35,lib,Opt,Full,683733374,468414866,784043,64851547,110151904,204500594
quote-1.0.35,lib,Debug,IncrUnchanged,264851059,121836624,1600771,0,33372933,127688518
quote-1.0.35,lib,Check,Full,470202464,76782114,14806,65170436,109819387,29945384
quote-1.0.35,lib,Debug,IncrFull,894033622,479648339,1681997,81012006,188928137,223558080
quote-1.0.35,lib,Check,IncrUnchanged,170440907,18512792,14317,0,33409600,36773314
rand-0.8.5,lib,Check,Full,2315715936,740529734,16623,411103553,743042428,109559856
rand-0.8.5,lib,Debug,IncrUnchanged,721512960,134442905,2735418,0,124987250,241435240
rand-0.8.5,lib,Check,IncrFull,3067444567,757687037,25353,490503761,1054415159,173646081
rand-0.8.5,lib,Debug,Full,2602245068,1218460311,2214819,410256526,746316812,248001265
rand-0.8.5,lib,Opt,IncrUnchanged,666266033,181643788,1796677,0,125160946,185855170
rand-0.8.5,lib,Debug,IncrFull,3450008363,1309941788,3043561,491398551,1057444955,362100828
rand-0.8.5,lib,Check,IncrPatched0,722996610,90840752,15575,295081,145784703,154659902
rand-0.8.5,lib,Debug,IncrPatched0,838205605,133409317,2614453,303602,146924797,253782618
rand-0.8.5,lib,Opt,IncrPatched0,775258145,186034663,1825312,296618,146252152,192811470
rand-0.8.5,lib,Opt,Full,2775969568,1391954618,2564935,407435488,745610361,428053221
rand-0.8.5,lib,Check,IncrUnchanged,611428877,75861390,15714,0,125193005,144349666
rand-0.8.5,lib,Opt,IncrFull,3404862135,1340806560,2008926,487472836,1053545760,328844390
rand_chacha-0.3.1,lib,Check,Full,493507850,79949572,13969,64298471,145248247,21730047
rand_chacha-0.3.1,lib,Debug,IncrUnchanged,295722536,124275912,1398021,0,49607488,149298854
rand_chacha-0.3.1,lib,Check,IncrUnchanged,174695170,16587885,13270,0,49782721,29518651
rand_chacha-0.3.1,lib,Check,IncrPatched0,200483856,36191393,13829,311633,54680717,31576046
rand_chacha-0.3.1,lib,Opt,Full,677512704,422382632,630880,64147199,145042353,177019639
rand_chacha-0.3.1,lib,Opt,IncrUnchanged,181994531,219051193,555939,0,49513551,35302867
rand_chacha-0.3.1,lib,Debug,IncrFull,958836472,462676456,1479665,78172793,265155143,230058170
rand_chacha-0.3.1,lib,Debug,IncrPatched0,323799654,123958901,1348014,317640,54505693,152269220
rand_chacha-0.3.1,lib,Opt,IncrPatched0,208103232,220269790,555800,317082,54558843,36996528
rand_chacha-0.3.1,lib,Opt,IncrFull,781325705,576901034,585762,77936320,265069448,52655098
rand_chacha-0.3.1,lib,Check,IncrFull,724659112,87682930,14806,79316936,264175266,31914499
rand_chacha-0.3.1,lib,Debug,Full,665359625,395768419,1297379,64768020,145043122,163224374
rand_core-0.6.4,lib,Debug,IncrFull,437550356,147714496,638562,42233602,66997364,44159279
rand_core-0.6.4,lib,Opt,IncrPatched0,106735456,40962906,401659,298643,14278430,16867740
rand_core-0.6.4,lib,Opt,Full,318418772,136889945,438326,34437670,39984843,48848658
rand_core-0.6.4,lib,Check,IncrPatched0,100905912,34986903,11943,275805,14261738,13191135
rand_core-0.6.4,lib,Debug,Full,300801072,124081682,524231,34956652,39988894,30902772
rand_core-0.6.4,lib,Check,IncrUnchanged,81595390,7806902,12292,0,11688002,12377130
rand_core-0.6.4,lib,Opt,IncrFull,426479543,141173335,432530,41953250,67084037,29726987
rand_core-0.6.4,lib,Debug,IncrPatched0,121897733,34306855,618518,287189,14361891,31454521
rand_core-0.6.4,lib,Opt,IncrUnchanged,87535493,40241721,435184,0,11735775,16493738
rand_core-0.6.4,lib,Check,Full,262105227,71355554,11663,34779894,39884480,9348028
rand_core-0.6.4,lib,Check,IncrFull,386753883,78671818,13479,42386213,67189220,14059756
rand_core-0.6.4,lib,Debug,IncrUnchanged,101990064,40628574,625641,0,11773420,30698625
regex-1.10.3,lib,Opt,IncrUnchanged,386801022,395593250,3149300,0,76964957,99664895
regex-1.10.3,lib,Debug,Full,1373681153,1200010212,3499766,160713347,255116869,314232601
regex-1.10.3,lib,Check,IncrPatched0,432905743,64497661,15086,313729,94876131,87774491
regex-1.10.3,lib,Opt,Full,1377024190,1196953797,3420705,160224752,256880370,315558265
regex-1.10.3,lib,Check,IncrFull,1484060530,121096299,15784,197431421,441641190,93200350
regex-1.10.3,lib,Debug,IncrFull,1666105412,1487171064,3380197,197629219,442351968,170548040
regex-1.10.3,lib,Debug,IncrUnchanged,387707778,397355566,3160265,0,76674416,100433921
regex-1.10.3,lib,Opt,IncrFull,1669515845,1466716950,2967363,197960486,444700602,169592046
regex-1.10.3,lib,Check,IncrUnchanged,360787588,34631130,14247,0,76792727,80080943
regex-1.10.3,lib,Check,Full,1181125657,148641573,16133,160690579,257358297,199851927
regex-1.10.3,lib,Debug,IncrPatched0,452835061,402235892,3001725,316801,91228581,104281150
regex-1.10.3,lib,Opt,IncrPatched0,454148991,402899456,2854079,311494,91669351,104876130
regex-automata-0.4.6,lib,Check,Full,9256026348,1052745488,17530,1561795437,1211791933,391633715
regex-automata-0.4.6,lib,Opt,IncrPatched0,3012976586,2171683054,7769885,325812,410655846,672210986
regex-automata-0.4.6,lib,Opt,IncrUnchanged,2473452119,2159043881,8248650,0,299264960,641208552
regex-automata-0.4.6,lib,Debug,IncrFull,14826843517,6675384241,22276767,1807724789,1867813897,2764190443
regex-automata-0.4.6,lib,Debug,Full,11910633191,5745296273,20941394,1575606120,1217872407,2178890843
regex-automata-0.4.6,lib,Debug,IncrPatched0,4190664222,936358592,21962270,314706,412924518,1836379406
regex-automata-0.4.6,lib,Check,IncrUnchanged,2284336539,245799288,16552,0,294434789,503492751
regex-automata-0.4.6,lib,Check,IncrFull,11646580997,1084391440,18927,1805640559,1871409578,584859759
regex-automata-0.4.6,lib,Debug,IncrUnchanged,3695733164,948157156,23181985,0,297385665,1776274931
regex-automata-0.4.6,lib,Check,IncrPatched0,2838548234,263419642,16832,318129,409942774,548813915
regex-automata-0.4.6,lib,Opt,IncrFull,13214867956,8044190917,8206744,1785116574,1863863204,1135438473
regex-automata-0.4.6,lib,Opt,Full,13721516783,7015852302,7848248,1561650794,1218275514,4012255355
regex-syntax-0.8.2,lib,Opt,Full,7353665012,2411776881,8835897,1467633551,2578853428,1170058484
regex-syntax-0.8.2,lib,Debug,IncrPatched0,2057975343,456621215,12415430,307792,248654516,985212673
regex-syntax-0.8.2,lib,Opt,IncrUnchanged,1293300863,912112968,7561633,0,201129722,437104912
regex-syntax-0.8.2,lib,Check,IncrFull,7546223669,419268924,21022,1807908246,3226999417,407419728
regex-syntax-0.8.2,lib,Opt,IncrPatched0,1527497865,916006917,7130638,309329,248607686,449839512
regex-syntax-0.8.2,lib,Debug,Full,7209549547,2237946981,11681367,1472565430,2588393445,998559832
regex-syntax-0.8.2,lib,Opt,IncrFull,8188080065,3009375474,7329548,1821355141,3240532586,632083830
regex-syntax-0.8.2,lib,Debug,IncrUnchanged,1817065164,465281886,12545406,0,200452667,959634590
regex-syntax-0.8.2,lib,Check,IncrPatched0,1453729117,146098420,17251,416537,247818819,402267997
regex-syntax-0.8.2,lib,Debug,IncrFull,8904815415,2616205434,12489854,1806788543,3226296936,1376505606
regex-syntax-0.8.2,lib,Check,IncrUnchanged,1219444006,136765828,16343,0,200730594,384459980
regex-syntax-0.8.2,lib,Check,Full,6060419985,388007728,21441,1459506855,2574917437,202792389
ripgrep-14.1.0,bin,Opt,IncrFull,4237121741,9406672745,231816083,647686132,935335561,0
ripgrep-14.1.0,bin,Check,IncrFull,3865907599,424432401,14806,643744376,934806323,0
ripgrep-14.1.0,bin,Debug,IncrPatched0,942093949,2907895231,838370375,310167,189874726,0
ripgrep-14.1.0,bin,Opt,Full,3166911310,8994175405,209530286,538501805,575317667,0
ripgrep-14.1.0,bin,Check,IncrUnchanged,701467958,104454752,13270,0,160613418,0
ripgrep-14.1.0,bin,Check,IncrPatched0,915125303,125427892,13550,309609,189899756,0
ripgrep-14.1.0,bin,Check,Full,2864158602,404122067,19206,538626958,574213514,0
ripgrep-14.1.0,bin,Debug,IncrUnchanged,723800616,2935447729,850643129,0,156500834,0
ripgrep-14.1.0,bin,Opt,IncrUnchanged,721124577,3126447989,227664051,0,156458135,0
ripgrep-14.1.0,bin,Debug,IncrFull,4229172139,9300072597,839677718,646646221,933079266,0
ripgrep-14.1.0,bin,Opt,IncrPatched0,934718502,3119476335,228855687,307583,189898859,0
ripgrep-14.1.0,bin,Debug,Full,3158498936,7721137148,765947610,539480674,572735077,0
rustc_version-0.4.0,lib,Debug,IncrUnchanged,212406888,105363143,2163628,0,36128725,127820831
rustc_version-0.4.0,lib,Check,IncrPatched0,140169973,30413294,12851,301507,37445033,15048944
rustc_version-0.4.0,lib,Opt,IncrPatched0,143988709,190888150,614747,304999,37216859,16531964
rustc_version-0.4.0,lib,Opt,IncrUnchanged,99704492,191201251,635630,0,35987644,16155866
rustc_version-0.4.0,lib,Debug,IncrPatched0,255234135,106929554,2147285,296408,37430784,126764335
rustc_version-0.4.0,lib,Opt,Full,356244389,353289734,551611,37335728,87514591,73200313
rustc_version-0.4.0,lib,Opt,IncrFull,466127899,517001546,614119,45027335,178307275,24832937
rustc_version-0.4.0,lib,Check,IncrUnchanged,95114703,8862641,13270,0,36015861,13994962
rustc_version-0.4.0,lib,Debug,IncrFull,634142599,552222821,2269298,44579292,177365251,195692707
rustc_version-0.4.0,lib,Check,IncrFull,429290707,57646134,16063,45218001,176911071,15143440
rustc_version-0.4.0,lib,Debug,Full,408334825,418531022,1376511,37093865,86773781,126956750
rustc_version-0.4.0,lib,Check,Full,271129495,50610205,14457,36649048,87075078,10091576
ryu-1.0.17,lib,Check,IncrPatched0,77551243,28152446,15644,291311,11026268,10592970
ryu-1.0.17,lib,Debug,IncrUnchanged,83451057,31314251,634931,0,9370390,29294219
ryu-1.0.17,lib,Check,IncrUnchanged,63358979,7841903,12292,0,9356771,9728119
ryu-1.0.17,lib,Check,IncrFull,360298279,33094658,12432,52802886,76691212,10611477
ryu-1.0.17,lib,Debug,Full,305203256,62395023,510752,44598015,52979655,32164994
ryu-1.0.17,lib,Check,Full,261219990,25898163,11873,44521816,52723267,7040958
ryu-1.0.17,lib,Opt,Full,300811746,100270628,428829,41633720,52845209,33850905
ryu-1.0.17,lib,Opt,IncrFull,376718843,93821649,420796,49919182,76652240,13574514
ryu-1.0.17,lib,Opt,IncrPatched0,78855119,43808454,409552,299551,10954610,11337623
ryu-1.0.17,lib,Debug,IncrPatched0,97859830,31324169,606297,289773,10973258,30345058
ryu-1.0.17,lib,Opt,IncrUnchanged,64645743,42240297,431552,0,9401958,10584309
ryu-1.0.17,lib,Debug,IncrFull,410254344,89146442,644360,53000331,76688279,42300221
scopeguard-1.2.0,lib,Debug,IncrUnchanged,33765068,5424680,291520,0,10160231,7746988
scopeguard-1.2.0,lib,Check,Full,65145670,34922137,13270,5109486,28400943,4382501
scopeguard-1.2.0,lib,Opt,Full,73794105,46352719,330561,5039433,28436003,9943860
scopeguard-1.2.0,lib,Opt,IncrFull,114679960,51187096,306047,6435147,54162285,11063773
scopeguard-1.2.0,lib,Check,IncrUnchanged,32609258,4968613,12851,0,10193754,6704251
scopeguard-1.2.0,lib,Opt,IncrUnchanged,33871089,5705513,280834,0,10154363,7714092
scopeguard-1.2.0,lib,Check,IncrFull,106722749,41007450,13479,6622118,54419372,7080069
scopeguard-1.2.0,lib,Debug,IncrFull,113818882,49285025,286771,6452054,54220603,10182650
scopeguard-1.2.0,lib,Opt,IncrPatched0,47354808,26441113,313519,294522,11404531,7722613
scopeguard-1.2.0,lib,Debug,IncrPatched0,47631801,26102101,343970,297527,11385743,8045421
scopeguard-1.2.0,lib,Check,IncrPatched0,46225118,25871344,12851,304929,11528081,6924182
scopeguard-1.2.0,lib,Debug,Full,70483675,43078188,354517,5036006,28345837,6755933
semver-1.0.22,lib,Opt,IncrFull,872850655,351082785,610696,94120003,236575267,45922143
semver-1.0.22,lib,Debug,Full,692206843,234705467,1003067,81226737,123222235,114712644
semver-1.0.22,lib,Debug,IncrUnchanged,246310162,67254261,1529604,0,46144520,104704739
semver-1.0.22,lib,Check,IncrUnchanged,167073151,16360013,12991,0,46067066,29907010
semver-1.0.22,lib,Check,IncrFull,803610948,78344575,14946,94422213,235769577,33979692
semver-1.0.22,lib,Check,Full,557849183,69837639,15645,79695736,124176484,22795721
semver-1.0.22,lib,Debug,IncrPatched0,289325980,68500658,1510188,304161,48982749,105520840
semver-1.0.22,lib,Opt,IncrUnchanged,174554109,121823930,613281,0,45981019,33483396
semver-1.0.22,lib,Opt,IncrPatched0,218543521,122588488,597915,300808,49167690,34726649
semver-1.0.22,lib,Debug,IncrFull,992504404,314191533,1586176,94691101,235799258,164288979
semver-1.0.22,lib,Opt,Full,713280888,233142546,679421,79967270,123426451,136208400
semver-1.0.22,lib,Check,IncrPatched0,211638200,40373356,14108,299762,49071868,32278976
serde-1.0.197,lib,Opt,IncrFull,13804289619,6136229559,5809645,1828086491,2464223145,1693667331
serde-1.0.197,lib,Opt,Full,11753702257,6453302079,7235535,1603594174,1846438572,1783725617
serde-1.0.197,lib,Debug,Full,11039823439,5791736577,6636293,1604065105,1850782265,1067557102
serde-1.0.197,lib,Check,IncrFull,11749272723,3320958843,17670,1829975501,2476651318,767618342
serde-1.0.197,lib,Debug,IncrPatched0,3187265368,316172653,6652356,318618,372623710,922977606
serde-1.0.197,lib,Debug,IncrFull,13681632811,5922759088,7327656,1836963559,2482013752,1485926202
serde-1.0.197,lib,Check,IncrUnchanged,2243129860,237111067,16343,0,263477935,586389732
serde-1.0.197,lib,Opt,IncrPatched0,3100104673,375341066,6118834,319666,371833686,841933499
serde-1.0.197,lib,Check,Full,9497700663,3284497481,16972,1605615670,1851655492,508374231
serde-1.0.197,lib,Debug,IncrUnchanged,2569163674,299133437,6871939,0,263848901,852850569
serde-1.0.197,lib,Opt,IncrUnchanged,2512428135,374749300,6026504,0,263508670,794968083
serde-1.0.197,lib,Check,IncrPatched0,2845698200,250854176,17181,323158,371827561,636503347
serde_derive-1.0.197,lib,Debug,IncrUnchanged,552916046,1669349270,251021841,0,53629155,5558214
serde_derive-1.0.197,lib,Check,IncrPatched0,614218738,65277989,14737,304440,65748862,4047817
serde_derive-1.0.197,lib,Opt,Full,4845907681,4916171215,125942924,961737575,174349735,760695023
serde_derive-1.0.197,lib,Debug,IncrFull,4929904666,6198965922,251227458,1052022688,299103266,8481439
serde_derive-1.0.197,lib,Opt,IncrUnchanged,548756941,1780214040,128093066,0,53646403,5570087
serde_derive-1.0.197,lib,Opt,IncrPatched0,637989304,1771088094,127769699,310027,65962711,7556036
serde_derive-1.0.197,lib,Debug,IncrPatched0,644968413,1651355519,255743140,301088,66278958,7546329
serde_derive-1.0.197,lib,Check,Full,3733650928,321187371,18438,959122556,172753864,883707
serde_derive-1.0.197,lib,Debug,Full,4081752002,4947993318,212983950,959306367,173333477,4933480
serde_derive-1.0.197,lib,Check,IncrUnchanged,520595275,48638826,14248,0,53851533,4530772
serde_derive-1.0.197,lib,Check,IncrFull,4541499193,337680212,17600,1050727799,298114037,3479305
serde_derive-1.0.197,lib,Opt,IncrFull,4927770382,5434289398,129753835,1047551928,299366483,8412924
serde_json-1.0.114,lib,Debug,IncrFull,4460013760,1400388350,4814888,479651670,880771228,699288154
serde_json-1.0.114,lib,Opt,Full,3784442818,1329605498,2490695,411187303,582170016,867926692
serde_json-1.0.114,lib,Debug,IncrUnchanged,1033671147,218168058,4642170,0,126618979,435828577
serde_json-1.0.114,lib,Debug,Full,3427051738,1178952547,3658798,411824175,581675131,508916264
serde_json-1.0.114,lib,Opt,IncrFull,4291781375,1514876137,2677661,480420199,885628698,512896945
serde_json-1.0.114,lib,Check,IncrUnchanged,766204073,86444979,14946,0,127179811,178447473
serde_json-1.0.114,lib,Check,Full,2811976600,362967616,16343,413414719,582906520,148731849
serde_json-1.0.114,lib,Check,IncrPatched0,919409840,101752537,15295,295502,162396169,195502959
serde_json-1.0.114,lib,Debug,IncrPatched0,1200558971,203952405,4494315,317640,161632936,461669591
serde_json-1.0.114,lib,Opt,IncrUnchanged,840863851,374812820,2194427,0,126768647,242296828
serde_json-1.0.114,lib,Opt,IncrPatched0,996240780,380466645,2264408,305627,161708570,257425102
serde_json-1.0.114,lib,Check,IncrFull,3674001051,376593313,17460,480020655,880681498,222168109
sha2-0.10.8,lib,Debug,IncrFull,1350264347,299681148,1683046,156923027,275297661,169467562
sha2-0.10.8,lib,Opt,IncrUnchanged,208723492,120454044,1071721,0,43490433,40593749
sha2-0.10.8,lib,Check,IncrFull,1166489925,89534422,15435,158328365,276325523,40367462
sha2-0.10.8,lib,Check,IncrPatched0,243524222,51944634,14736,314986,47073314,39404205
sha2-0.10.8,lib,Debug,Full,1013076595,230296550,1324897,130746065,167724593,134437264
sha2-0.10.8,lib,Opt,IncrPatched0,248081740,119284126,1023112,302694,46820207,41966069
sha2-0.10.8,lib,Check,IncrUnchanged,202841634,22721185,14178,0,43606581,37413926
sha2-0.10.8,lib,Debug,IncrPatched0,318409482,70506396,1815395,313519,47015345,112197218
sha2-0.10.8,lib,Opt,Full,993700892,428803107,1222091,130291121,169075819,112595735
sha2-0.10.8,lib,Debug,IncrUnchanged,276813923,71620022,1649382,0,43319741,109852911
sha2-0.10.8,lib,Check,Full,858243180,79923713,15854,131028705,168335918,27654315
sha2-0.10.8,lib,Opt,IncrFull,1227829793,509003671,1189404,155628560,275283062,52254312
slab-0.4.9,lib,Opt,IncrPatched0,145184853,34476383,403126,296478,31025923,23404586
slab-0.4.9,lib,Check,Full,276039377,66166431,13480,38186451,79873286,12556911
slab-0.4.9,lib,Check,IncrUnchanged,93891076,9960475,12991,0,27293024,17628257
slab-0.4.9,lib,Check,IncrPatched0,137513650,40929966,14178,295011,30974170,17723591
slab-0.4.9,lib,Opt,Full,370097512,91014156,530658,36966726,79820066,88031286
slab-0.4.9,lib,Debug,IncrFull,450479665,94643550,508867,44657770,147707466,36255112
slab-0.4.9,lib,Opt,IncrUnchanged,101618432,11099105,397120,0,27411685,23897669
slab-0.4.9,lib,Debug,IncrPatched0,155315324,33709870,429527,299761,31006786,25114940
slab-0.4.9,lib,Check,IncrFull,412179519,73867108,14387,45183053,147966859,19663724
slab-0.4.9,lib,Opt,IncrFull,461942714,98781532,454041,44938398,147981525,45847661
slab-0.4.9,lib,Debug,IncrUnchanged,101233185,10627744,406339,0,27275353,23680671
slab-0.4.9,lib,Debug,Full,308176759,87305981,513127,37125125,79833545,25743305
smallvec-1.13.1,lib,Check,Full,577673850,163240472,13899,82223461,142424010,32865554
smallvec-1.13.1,lib,Check,IncrPatched0,290187628,42373664,12362,300808,44853115,41989814
smallvec-1.13.1,lib,Opt,IncrUnchanged,198485041,47493620,560200,0,37179326,53654567
smallvec-1.13.1,lib,Opt,Full,761158006,335731894,721744,81948973,142063626,175567322
smallvec-1.13.1,lib,Opt,IncrPatched0,307724040,51946448,558594,299831,45012633,53871076
smallvec-1.13.1,lib,Check,IncrFull,804041519,171158985,13340,101943968,230280971,47831585
smallvec-1.13.1,lib,Check,IncrUnchanged,182094521,18939465,12362,0,37066951,39907064
smallvec-1.13.1,lib,Debug,IncrUnchanged,203359435,42234539,641985,0,37131764,58638751
smallvec-1.13.1,lib,Debug,IncrFull,896841384,251576336,679839,100504108,230904517,90496419
smallvec-1.13.1,lib,Debug,IncrPatched0,313786163,45630173,639750,304300,44895438,60876060
smallvec-1.13.1,lib,Debug,Full,654151638,236293783,692411,82914411,143625496,65410882
smallvec-1.13.1,lib,Opt,IncrFull,904084664,261929740,611184,100642812,230134023,98892928
socket2-0.5.6,lib,Opt,IncrUnchanged,262643587,184126770,920933,0,52201858,55071654
socket2-0.5.6,lib,Opt,IncrFull,1121416961,515054946,1069486,126546781,279221076,70671778
socket2-0.5.6,lib,Check,IncrPatched0,318720477,55231801,14876,423590,62436952,52793558
socket2-0.5.6,lib,Debug,IncrPatched0,427369660,105388624,1820564,306675,62623010,156992499
socket2-0.5.6,lib,Check,Full,713729403,83234835,15435,101383692,149872697,36340597
socket2-0.5.6,lib,Debug,IncrUnchanged,358834828,105452181,1789973,0,52072442,151947762
socket2-0.5.6,lib,Debug,IncrFull,1293058765,416377274,1939575,126078372,276736179,246656822
socket2-0.5.6,lib,Check,IncrFull,1034077610,91994731,16832,126176516,275765311,55789767
socket2-0.5.6,lib,Check,IncrUnchanged,252606778,26164590,13758,0,52251586,49304197
socket2-0.5.6,lib,Opt,Full,901595492,336004062,981765,101482654,149095427,170309007
socket2-0.5.6,lib,Opt,IncrPatched0,324965788,187174522,897606,307305,62006935,55843405
socket2-0.5.6,lib,Debug,Full,908339204,320274314,1497616,102459614,149185523,174799621
strsim-0.11.0,lib,Check,IncrPatched0,126393657,29356705,14387,304858,32618173,11430643
strsim-0.11.0,lib,Opt,IncrFull,522335587,781705200,573191,65387692,156079525,20299841
strsim-0.11.0,lib,Debug,IncrFull,768671764,775492854,2478123,66772862,156126739,264567864
strsim-0.11.0,lib,Check,IncrUnchanged,91459463,8257735,12502,0,31183345,11177956
strsim-0.11.0,lib,Debug,IncrPatched0,275925522,127228474,2323075,314078,32942378,155226897
strsim-0.11.0,lib,Opt,Full,423666855,647656894,509007,55663840,77732355,89378599
strsim-0.11.0,lib,Debug,IncrUnchanged,241536163,127675880,2383139,0,31169656,156991588
strsim-0.11.0,lib,Check,Full,322472508,141631302,15505,57376074,77456689,7466777
strsim-0.11.0,lib,Check,IncrFull,490782086,148573009,14667,67204066,156822991,11253873
strsim-0.11.0,lib,Opt,IncrUnchanged,97523119,234587471,570048,0,31110989,13915401
strsim-0.11.0,lib,Opt,IncrPatched0,132939780,233180649,577451,305278,32858708,13661876
strsim-0.11.0,lib,Debug,Full,502944948,633577857,1611318,56681510,77274962,169164160
syn-2.0.52,lib,Check,IncrPatched0,2009279532,188227657,29054,319456,310422637,414966940
syn-2.0.52,lib,Opt,Full,7929052215,3538789263,4777243,811701735,912867519,2510626305
syn-2.0.52,lib,Debug,IncrFull,8627212846,3623975828,13454934,941232478,1437668866,1681056653
syn-2.0.52,lib,Debug,Full,6743499816,2881844344,10793617,812836859,911925597,1322859939
syn-2.0.52,lib,Check,Full,5281105770,517255016,19625,811312565,912809605,302278890
syn-2.0.52,lib,Check,IncrFull,6839106511,535305810,17251,938094496,1432661815,454412911
syn-2.0.52,lib,Check,IncrUnchanged,1629417760,164656431,15575,0,235210383,388068456
syn-2.0.52,lib,Debug,IncrUnchanged,2370269445,596622684,13237936,0,235506225,1112152027
syn-2.0.52,lib,Opt,IncrFull,7568246789,4433103330,5156343,942129392,1429224111,634303034
syn-2.0.52,lib,Opt,IncrPatched0,2066455990,1262311356,4945701,311145,310364366,458406701
